"COILIDOUT","COILIDIN","ALLOYCODE","ENTRYTHICK","EXITTHICK","ENTRYWIDTH","ENTRYDIAMPDI","EXITWEIGHTMEAS","DTSTARTROLL","DTDEPARTURE","DTENDROLLING","LENGTHPHASEEXIT","LENGTHTHICKTOL"
"1661207000B100","16612070000000","09C",3.2,1.12,1250,2100,0,,"20.09.18 08:57","09.20.18 08:05",,
"1661206500B100","16612065000000","09C",3.2,1.12,1250,2100,0,,"20.09.18 08:14","09.20.18 07:33",0,0
"1661207300B100","16612073000000","09C",3.2,1.12,1250,2100,0,,"20.09.18 08:57","09.20.18 08:24",0,0
"1661206900B100","16612069000000","09C",3.2,1.12,1250,2100,0,,"20.09.18 08:57","09.20.18 07:59",,
"1661207400B100","16612074000000","09C",3.2,1.12,1250,2100,0,,"20.09.18 08:57","09.20.18 08:30",0,0
"1661206700B100","16612067000000","09C",3.2,1.12,1250,2100,0,,"20.09.18 08:29","09.20.18 07:45",0,0
"1661207200B100","16612072000000","09C",3.2,1.12,1250,2100,0,,"20.09.18 08:30","09.20.18 08:17",0,0
"1661207100B100","16612071000000","09C",3.2,1.12,1250,2100,0,,"20.09.18 08:57","09.20.18 08:10",,
"1661101200B110","16611012000000","09C",3.2,1.12,1250,2100,0,,"17.08.18 08:16","08.23.18 10:31",,
"1661208500B100","16612085000000","09C",3.2,1.12,1250,2100,0,,"20.09.18 09:40","09.20.18 09:32",,
"1661101800B110","16611018000000","09C",3.2,1.12,1250,2100,0,,"21.08.18 15:31","08.23.18 13:01",,
"1661208600B100","16612086000000","09C",3.2,1.12,1250,2100,0,,"20.09.18 10:50","09.20.18 09:39",0,0
"1661102800B120","16611028000000","09C",3.2,1.12,1250,2100,0,,"23.08.18 14:34","08.23.18 14:19",,
"1661102800B110","16611028000000","09C",3.2,1.12,1250,2100,0,,"17.08.18 12:06","08.23.18 14:03",,
"1661103700B100","16611037000000","09C",3.2,1.12,1250,2100,0,,"05.09.18 19:54","09.05.18 19:49",,
"1661103800B100","16611038000000","09C",3.2,1.12,1250,2100,0,,"05.09.18 20:00","09.05.18 19:59",,
"1661103100B150","16611031000000","09C",3.2,1.12,1250,2100,0,,"20.08.18 09:37","08.23.18 14:50",,
"1661105900B100","16611059000000","09C",3.2,1.12,1250,2100,0,,"06.09.18 09:33","09.06.18 09:31",,
"1661103300B100","16611033000000","09C",3.2,1.12,1250,2100,0,,"05.09.18 20:00","09.05.18 19:33",,
"1661103500B100","16611035000000","09C",3.2,1.12,1250,2100,0,,"05.09.18 20:00","09.05.18 19:41",0,0
"1661105700B110","16611057000000","09C",3.2,1.12,1250,2100,0,,,"08.24.18 09:37",,
"1661103200B100","16611032000000","09C",3.2,1.12,1250,2100,0,,"05.09.18 19:48","09.05.18 19:30",,
"1661103600B100","16611036000000","09C",3.2,1.12,1250,2100,0,,"05.09.18 19:49","09.05.18 19:46",0,0
"1661105000B100","16611050000000","09C",3.2,1.12,1250,2100,0,,"05.09.18 21:04","09.05.18 20:52",,
"1661104900B100","16611049000000","09C",3.2,1.12,1250,2100,0,,"05.09.18 21:04","09.05.18 20:48",,
"1661103400B100","16611034000000","09C",3.2,1.12,1250,2100,0,,"05.09.18 20:00","09.05.18 19:38",0,0
"1661104700B100","16611047000000","09C",3.2,1.12,1250,2100,0,,"05.09.18 21:04","09.05.18 20:39",0,0
"1661105100B100","16611051000000","09C",3.2,1.12,1250,2100,0,,"05.09.18 21:04","09.05.18 20:56",0,0
"1661104800B100","16611048000000","09C",3.2,1.12,1250,2100,0,,"05.09.18 21:04","09.05.18 20:43",,
"1661106100B100","16611061000000","09C",3.2,1.12,1250,2100,0,,"06.09.18 11:14","09.06.18 09:53",,
"1661106400B100","16611064000000","09C",3.2,1.12,1250,2100,0,,"06.09.18 11:14","09.06.18 10:05",0,0
"1661106600B100","16611066000000","09C",3.2,1.12,1250,2100,0,,"06.09.18 11:33","09.06.18 10:12",0,0
"1661109400B100","16611094000000","09C",3.2,1.12,1250,2100,0,,"04.09.18 11:47","09.04.18 11:43",,
"1661101300B120","16611013000000","09C",3.2,1.12,1250,2100,0,,"28.08.18 09:22","08.28.18 09:07",0,0
"1661101300B110","16611013000000","09C",3.2,1.12,1250,2100,0,,,"08.28.18 09:01",,
"1661107100B100","16611071000000","09C",3.2,1.12,1250,2100,0,,"06.09.18 11:40","09.06.18 11:18",0,0
"1661101100B110","16611011000000","09C",3.2,1.12,1250,2100,0,,"21.08.18 14:25","08.28.18 12:15",,
"1661101600B110","16611016000000","09C",3.2,1.12,1250,2100,0,,,"08.28.18 13:08",,
"1661106000B100","16611060000000","09C",3.2,1.12,1250,2100,0,,"06.09.18 10:06","09.06.18 09:48",,
"1661106500B100","16611065000000","09C",3.2,1.12,1250,2100,0,,"06.09.18 11:36","09.06.18 10:08",,
"1661106700B100","16611067000000","09C",3.2,1.12,1250,2100,0,,"06.09.18 10:26","09.06.18 10:16",,
"1661106200B100","16611062000000","09C",3.2,1.12,1250,2100,0,,"06.09.18 11:21","09.06.18 09:57",,
"1661106900B100","16611069000000","09C",3.2,1.12,1250,2100,0,,"06.09.18 11:40","09.06.18 11:10",0,0
"1661107600B100","16611076000000","09C",3.2,1.12,1250,2100,0,,"04.09.18 08:14","09.04.18 08:06",,
"1661107200B100","16611072000000","09C",3.2,1.12,1250,2100,0,,"06.09.18 11:40","09.06.18 11:21",,
"1661107000B100","16611070000000","09C",3.2,1.12,1250,2100,0,,"06.09.18 11:40","09.06.18 11:13",,
"1661103500B110","16611035000000","09C",3.2,1.12,1250,2100,0,,,"08.28.18 15:04",,
"1661201500B100","16612015000000","09C",3.2,1.12,1250,2100,0,,"20.09.18 12:03","09.20.18 11:59",0,0
"1661201900B100","16612019000000","09C",3.2,1.12,1250,2100,0,,"20.09.18 12:23","09.11.18 10:18",,
"1661103900B130","16611039000000","09C",3.2,1.12,1250,2100,0,,"28.08.18 16:03","08.28.18 15:55",,
"1661202200B110","16612022000000","09C",3.2,1.12,1250,2100,0,,"20.09.18 12:30","09.20.18 12:29",,
"1661201500B110","16612015000000","09C",3.2,1.12,1250,2100,0,,"07.09.18 13:32","09.07.18 13:20",,
"1661201700B100","16612017000000","09C",3.2,1.12,1250,2100,0,,"20.09.18 12:24","09.20.18 12:09",0,0
"1661103500B120","16611035000000","09C",3.2,1.12,1250,2100,0,,"29.08.18 09:47","08.28.18 15:08",0,0
"1661201800B100","16612018000000","09C",3.2,1.12,1250,2100,0,,"20.09.18 12:24","09.20.18 12:15",,
"1661107400B110","16611074000000","09C",3.2,1.12,1250,2100,0,,"21.08.18 08:31","08.29.18 10:22",,
"1661107400B120","16611074000000","09C",3.2,1.12,1250,2100,0,,"29.08.18 11:40","08.29.18 11:30",,
"1661107800B110","16611078000000","09C",3.2,1.12,1250,2100,0,,,"08.29.18 12:16",,
"1661108000B100","16611080000000","09C",3.2,1.12,1250,2100,0,,"04.09.18 09:39","08.21.18 09:45",,
"1661202500B110","16612025000000","09C",3.2,1.12,1250,2100,0,,"20.09.18 12:46","09.20.18 12:44",,
"1661202800B100","16612028000000","09C",3.2,1.12,1250,2100,0,,"11.09.18 12:26","09.11.18 11:44",,
"1661203400B100","16612034000000","09C",3.2,1.12,1250,2100,0,,"20.09.18 13:11","09.20.18 13:08",,
"1661203800B100","16612038000000","09C",3.2,1.12,1250,2100,23867.6869725417,,"11.09.18 13:04","09.20.18 13:37",0,0
"1661203900B100","16612039000000","09C",3.2,1.12,1250,2100,0,,"11.09.18 13:04","09.11.18 12:49",,
"1661201200B100","16612012000000","09C",3.2,1.12,1250,2100,0,,"11.09.18 11:29","09.11.18 09:20",,
"1661202400B100","16612024000000","09C",3.2,1.12,1250,2100,0,,"07.09.18 14:09","09.07.18 13:48",,
"1661202900B100","16612029000000","09C",3.2,1.12,1250,2100,0,,"11.09.18 12:26","09.11.18 11:50",,
"1661202700B100","16612027000000","09C",3.2,1.12,1250,2100,0,,"11.09.18 12:26","09.11.18 11:38",,
"1661203000B100","16612030000000","09C",3.2,1.12,1250,2100,0,,"11.09.18 12:16","09.11.18 12:07",,
"1661205700B100","16612057000000","09C",3.2,1.12,1250,2100,0,,"12.09.18 08:41","09.12.18 08:37",,
"1661203700B100","16612037000000","09C",3.2,1.12,1250,2100,0,,"11.09.18 13:04","09.11.18 12:38",,
"1661204900B100","16612049000000","09C",3.2,1.12,1250,2100,0,,"12.09.18 03:30","09.11.18 13:36",,
"1661204700B100","16612047000000","09C",3.2,1.12,1250,2100,0,,"19.09.18 09:49","09.11.18 13:24",,
"1661205600B110","16612056000000","09C",3.2,1.12,1250,2100,0,,"12.09.18 09:40","09.19.18 16:30",,
"1661204800B100","16612048000000","09C",3.2,1.12,1250,2100,0,,"12.09.18 03:30","09.11.18 13:31",,
"1661205600B120","16612056000000","09C",3.2,1.12,1250,2100,0,,"19.09.18 17:05","09.19.18 16:33",,
"1661206200B100","16612062000000","09C",3.2,1.12,1250,2100,0,,"19.09.18 11:50","09.12.18 09:49",,
"1661205800B100","16612058000000","09C",3.2,1.12,1250,2100,0,,"12.09.18 09:41","09.12.18 08:42",,
"1661205400B100","16612054000000","09C",3.2,1.12,1250,2100,0,,"12.09.18 09:41","09.12.18 08:21",,
"1661205500B100","16612055000000","09C",3.2,1.12,1250,2100,0,,"12.09.18 09:40","09.12.18 08:26",,
"1661206800B120","16612068000000","09C",3.2,1.12,1250,2100,0,,"19.09.18 18:13","09.19.18 18:11",,
"1661206800B110","16612068000000","09C",3.2,1.12,1250,2100,0,,"12.09.18 11:22","09.19.18 18:05",,
"1661208400B100","16612084000000","09C",3.2,1.12,1250,2100,0,,"12.09.18 12:09","09.12.18 12:02",,
"1661208000B110","16612080000000","09C",3.2,1.12,1250,2100,0,,"19.09.18 13:34","09.19.18 13:32",,
"1661208300B100","16612083000000","09C",3.2,1.12,1250,2100,0,,"12.09.18 12:11","09.12.18 11:56",,
"1661208200B100","16612082000000","09C",3.2,1.12,1250,2100,0,,"19.09.18 19:15","09.12.18 11:51",,
"1661201000B100","16612010000000","09C",3.2,1.12,1250,2100,0,,"11.09.18 09:32","09.11.18 09:07",,
"1661200800B100","16612008000000","09C",3.2,1.12,1250,2100,0,,,"09.13.18 15:33",,
"1661200600B100","16612006000000","09C",3.2,1.12,1250,2100,27522.0092601431,,"13.09.18 08:39","09.13.18 08:37",0,746.770446777344
"1661200300B100","16612003000000","09C",3.2,1.12,1250,2100,0,,,"09.14.18 09:24",,
"1661201400B100","16612014000000","09C",3.2,1.12,1250,2100,0,,"11.09.18 11:29","09.11.18 09:42",,
"1661201300B100","16612013000000","09C",3.2,1.12,1250,2100,27844.3155694956,,"13.09.18 15:02","09.11.18 09:27",0,746.770446777344
"1661200900B110","16612009000000","09C",3.2,1.12,1250,2100,0,,"11.09.18 09:31","09.13.18 16:16",,
"1661200400B100","16612004000000","09C",3.2,1.12,1250,2100,0,,,"09.14.18 09:31",,
"1661208800B100","16612088000000","09C",3.2,1.12,1250,2100,0,,"19.09.18 14:19","09.12.18 12:19",,
