"COILIDOUT","COILIDIN","ALLOYCODE","ENTRYTHICK","EXITTHICK","ENTRYWIDTH","ENTRYDIAMPDI","EXITWEIGHTMEAS","DTSTARTROLL","DTDEPARTURE","DTENDROLLING","LENGTHPHASEEXIT","LENGTHTHICKTOL"
"1800056300B100","1800056300Y100",SPCC,2,0.4,1285,1825,20256.8276137667,"26.03.18 15:58","26.03.18 18:59","03.26.18 16:22",4585.37060546875,0
"1800057600B100","1800057600Y100",SPCC,2.5,0.5,1285,1825,20458.0719668785,"26.03.18 15:25","26.03.18 18:54","03.26.18 16:02",2225.4052734375,0
"1800052300B120","1800052300Y100",SPCC,5,1.2,1285,1801,0,"24.03.18 14:50","26.03.18 11:19","03.26.18 08:21",0,0
"1800055700B100","1800055700Y100",SPCC,3.5,0.8,1285,1786,19510.8504584086,"26.03.18 10:33","26.03.18 13:12","03.26.18 10:55",0,0
"1800027800B1R0","1800027800Y100",SPCC,5,1.2,1285,1804,1094.65990682613,"24.03.18 16:31","26.03.18 19:07","03.26.18 17:30",20.2201976776123,0
"1700002200B160","1700002200Y100",SPHD,2.3,0.6,1250,1852,13654.5273238201,"27.03.18 13:18","27.03.18 23:25","03.27.18 20:53",1188.99682617187,1132.65197753906
"1800055900B100","1800055900Y100",SPCC,5,1.2,1285,1804,18051.507901396,"24.03.18 16:31","26.03.18 13:21","03.26.18 11:54",1720.92102050781,0
"1800051600B120","1800051600Y100",SPCC,5,1.2,1285,1799,0,"24.03.18 16:22","26.03.18 11:30","03.26.18 09:26",0,0
"1800055000B110","1800055000Y100",SPCC,2,0.4,1285,1816,0,"27.03.18 11:37","27.03.18 17:15","03.27.18 11:52",0,0
"1800060700B100","1800060700Y100",SPCC,4,0.9,1285,1811,20415.0512226162,"29.03.18 17:27","29.03.18 18:54","03.29.18 18:11",0,0
"1800059900B100","1800059900Y100",SPCC,5.5,1.66,1285,1762,19098.5931066531,"26.03.18 10:14","26.03.18 13:19","03.26.18 10:40",0,0
"1800057300B100","1800057300Y100",SPCC,3,0.7,1285,1807,20029.5946290059,"27.03.18 20:47","27.03.18 23:15","03.27.18 21:22",1972.33288574219,2.77215576171875
"1800057100B120","1800057100Y100",SPCC,2.5,0.5,1285,1831,18394.9600170705,"27.03.18 12:21","27.03.18 23:18","03.27.18 17:31",1022.5966796875,1009.67993164062
"1800073000B100","1800073000Y100",SPCC,3,0.7,1285,1856,21453.1178879628,"29.03.18 17:54","29.03.18 19:02","03.29.18 18:25",2629.61108398437,2.98910522460938
"1800052700B100","1800052700Y100",SPCC,5,1.2,1285,1802,20121.517953667,"26.03.18 08:11","26.03.18 11:46","03.26.18 10:22",0,0
"1800058600B100","1800058600Y100",SPCC,4.5,1,1285,1793,19914.4002192601,"26.03.18 10:24","26.03.18 14:11","03.26.18 10:47",0,0
"1800051600B110","1800051600Y100",SPCC,5,1.2,1285,1799,0,"24.03.18 16:22","26.03.18 11:24","03.26.18 09:16",0,0
"1700001700B100","1700001700Y100",SPHD,2.3,0.7,1250,1825,6686.08847194343,"06.02.18 13:26","07.02.18 07:55","02.06.18 14:29",0,0
"1700010700B100","17000107000000",SPHD,2.5,0.8,1250,1831,5620.70643997192,"03.02.18 11:48","04.02.18 08:24","02.03.18 12:55",0,0
"1700012100B100","17000121000000",SPHD,2.5,0.8,1250,1827,4211.8065472021,"03.02.18 12:03","04.02.18 08:43","02.03.18 13:00",0,0
"1700011600B100","17000116000000",SPHD,2.3,0.7,1250,1751,6051.20302117094,"06.02.18 08:35","07.02.18 06:50","02.06.18 11:33",0,0
"1700030700B100","17000307000000",SPHD,2.5,0.8,1250,1831,5609.93139266968,"06.02.18 11:25","07.02.18 07:32","02.06.18 12:11",0,0
"1800073100B100","1800073100Y100",SPCC,2.5,0.5,1285,1854,21425.6461095623,"29.03.18 18:35","29.03.18 19:40","03.29.18 19:03",3330.99536132813,4.60235595703125
"1700012200B110","17000121000000",SPHD,2.3,0.7,1250,1852,4211.8065472021,"05.02.18 11:57",,"02.05.18 13:15",0,0
"1700011100B100","17000111000000",SPHD,2.3,0.7,1250,1826,5862.25750209506,"05.02.18 12:57","06.02.18 07:25","02.05.18 14:00",0,0
"1700012200B120","17000122000000",SPHD,2.3,0.7,1250,1852,6165.55204383259,"05.02.18 11:57","06.02.18 06:32","02.05.18 13:49",0,0
"1700050700B100","17000507000000",SPHD,2.5,0.8,1250,1831,6159.90242745368,"08.02.18 12:29","08.02.18 15:50","02.08.18 12:59",0,0
"1800074200B100","1800074200Y100",SPCC,2.5,0.5,1285,1858,21526.3655832606,"29.03.18 18:58","29.03.18 19:47","03.29.18 19:17",3606.00903320313,5.93560791015625
"1700011700B100","17000117000000",SPHD,2.3,0.7,1250,1825,6626.28071817116,"08.02.18 11:44","08.02.18 15:55","02.08.18 12:48",0,0
"1700011300B100","17000113000000",SPHD,2.3,0.7,1250,1833,6695.41719176908,"08.02.18 12:51","08.02.18 14:05","02.08.18 13:31",0,0
"1700010400B100","17000104000000",SPHD,2.3,0.7,1250,1829,6416.70709592433,"05.02.18 14:00","06.02.18 16:37","02.06.18 08:29",0,0
"1700022100B100","17000221000000",SPHD,2.5,0.8,1250,1827,4081.27299499512,"06.02.18 07:05","06.02.18 16:39","02.06.18 11:23",0,0
"1700021600B100","17000216000000",SPHD,2.3,0.7,1250,1751,5960.7802996428,"08.02.18 13:06","08.02.18 16:48","02.08.18 13:39",0,0
"1800079800B100","1800079800Y100",SPCC,5,1.2,1285,1821,20115.9588382905,"29.03.18 10:23","29.03.18 13:48","03.29.18 10:52",1164.88171386719,1.60055541992188
"1700032200B100","17000322000000",SPHD,2.3,0.7,1250,1852,5013.00083121886,"07.02.18 13:44","08.02.18 14:41","02.08.18 12:22",0,0
"1700021100B100","17000211000000",SPHD,2.3,0.7,1250,1826,6052.87150604219,"07.02.18 11:38","08.02.18 13:56","02.08.18 11:27",0,0
"1700022200B100","17000222000000",SPHD,2.3,0.7,1250,1852,6459.164998497,"07.02.18 10:56","08.02.18 13:47","02.07.18 13:27",0,0
"1800028800B1A0","1800028800Y100",SPCC,3,0.7,1293,2007,1259.31855179054,"07.03.18 06:53","07.03.18 06:21","03.07.18 08:08",0,0
"1700070700B100","17000707000000",SPHD,2.5,0.8,1250,1831,6123.81843249799,"10.02.18 11:15","11.02.18 08:11","02.10.18 13:12",0,0
"1800007200B100","1800007200Y100",SPCC,3.502,0.8,1290,2012,21379.5987165912,"25.02.18 01:29","28.02.18 11:51","02.26.18 12:30",0,0
"1700032100B100","17000321000000",SPHD,2.5,0.8,1250,1827,3933.9684246064,"09.02.18 08:20","10.02.18 08:24","02.09.18 14:00",0,0
"1700052200B100","17000522000000",SPHD,2.3,0.7,1250,1852,5033.81139510891,"09.02.18 14:07","10.02.18 08:43","02.09.18 15:55",0,0
"1700031100B100","17000311000000",SPHD,2.3,0.7,1250,1826,6021.8712783128,"09.02.18 15:05","10.02.18 08:58","02.10.18 07:44",0,0
"1700020400B100","17000204000000",SPHD,2.3,0.7,1250,1829,6585.03566421742,"08.02.18 13:35","10.02.18 06:38","02.09.18 13:24",0,0
"1700001400B1A0","1700001400Y100",SPHD,2.3,0.7,1250,1829,2725.42936162705,"10.02.18 12:31","17.02.18 15:28","02.17.18 15:42",0,0
"1700031600B100","17000316000000",SPHD,2.3,0.7,1250,1751,0,"10.02.18 08:08","11.02.18 06:40","02.10.18 12:17",,
"1700042200B100","17000422000000",SPHD,2.3,0.7,1250,1852,6425.79338224323,"09.02.18 13:31","10.02.18 08:37","02.09.18 14:59",0,0
"1800006600B100","1800006600Y100",SPCC,3.503,0.8,1298,2010,25123.2759925828,"26.02.18 11:50","28.02.18 11:55","02.26.18 13:28",0,0
"1800006400B100","1800006400Y100",SPCC,3.504,0.8,1298,2004,22419.4188412172,"26.02.18 12:33","28.02.18 13:09","02.26.18 13:57",0,0
"1700021300B100","17000213000000",SPHD,2.3,0.7,1250,1833,6633.68162483499,"10.02.18 07:56","11.02.18 06:37","02.10.18 09:03",0,0
"1700001400B110","1700001400Y100",SPHD,2.3,0.7,1250,1829,0,"10.02.18 12:31","11.02.18 06:30","02.10.18 13:26",0,0
"1700001400B1B0","1700001400Y100",SPHD,2.3,0.7,1250,1829,2725.42936162705,"10.02.18 12:31","18.02.18 11:03","02.18.18 10:55",0,0
"1800009000B100","1800009000Y100",SPCC,3.502,0.8,1293,2005,22659.2029071385,"28.02.18 14:11","02.03.18 13:29","03.01.18 08:12",0,0
"1800011200B100","1800011200Y100",SPCC,3.504,0.8,1288,2005,20533.7127725542,"27.02.18 14:12","02.03.18 13:18","02.28.18 13:34",0,0
"1800010800B100","1800010800Y100",SPCC,3.503,0.8,1294,2005,17849.1021435219,"26.02.18 13:19","28.02.18 13:30","02.27.18 13:25",0,0
"1800009200B100","1800009200Y100",SPCC,3.502,0.8,1293,2005,21267.2226567667,"01.03.18 07:57","02.03.18 13:32","03.01.18 08:40",0,0
"1800007400B100","1800007400Y100",SPCC,3.003,0.7,1293,2007,25258.1065339683,"01.03.18 08:42","02.03.18 13:41","03.01.18 10:25",0,0
"1700002200B110","1700002200Y100",SPHD,2.3,0.7,1250,1852,703.605637637213,"01.03.18 09:53","03.03.18 06:07","03.02.18 12:58",1.07969975471497,0.782459139823914
"1800010900B100","1800010900Y100",SPCC,3.503,0.8,1296,2005,20825.0452361328,"26.02.18 13:55","02.03.18 12:00","02.28.18 12:38",0,0
"1800011100B100","1800011100Y100",SPCC,3.503,0.8,1296,2005,21009.4929868052,"28.02.18 13:33","02.03.18 11:51","03.01.18 07:43",0,0
"1800025400B100","1800025400Y100",SPCC,3.502,0.8,1290,2005,22301.0190458263,"01.03.18 08:13","02.03.18 13:35","03.01.18 09:48",0,0
"1800008900B100","1800008900Y100",SPCC,3.502,0.8,1293,2005,22904.2891288485,"28.02.18 13:16","02.03.18 11:46","03.01.18 06:53",0,0
"1800028500B100","1800028500Y100",SPCC,3,0.7,1293,2007,18492.1573541278,"06.03.18 12:15","07.03.18 10:30","03.06.18 13:41",0,0
"1800011000B100","1800011000Y100",SPCC,3.503,0.8,1296,2005,20602.8155937846,"26.02.18 14:11","02.03.18 13:24","02.28.18 13:19",0,0
"1800013700B1A0","1800013700Y100",SPCC,2.504,0.5,1293,2005,229.382121878104,"03.03.18 15:04",,"03.05.18 17:05",0,0
"1800028700B100","1800028700Y100",SPCC,3,0.7,1293,2007,18327.2384150274,"06.03.18 13:57","07.03.18 10:38","03.06.18 14:18",0,0
"1800026800B100","1800026800Y100",SPCC,2.5,0.5,1285,2005,26684.4202970989,"06.03.18 08:49","06.03.18 14:08","03.06.18 09:34",0,0
"1800028200B100","1800028200Y100",SPCC,3,0.7,1293,2007,18539.2478872833,"06.03.18 13:21","07.03.18 10:35","03.06.18 13:52",0,0
"1800013800B100","1800013800Y100",SPCC,2.504,0.5,1293,2005,26434.9855114635,"06.03.18 08:27","06.03.18 14:06","03.06.18 08:54",0,0
"1800026700B100","1800026700Y100",SPCC,2.5,0.5,1285,2005,26458.8217930169,"06.03.18 09:04","06.03.18 14:10","03.06.18 09:49",0,0
"1800028600B100","1800028600Y100",SPCC,3,0.7,1293,2007,18551.9236181615,"06.03.18 13:44","07.03.18 10:39","03.06.18 14:05",0,0
"1800026900B100","1800026900Y100",SPCC,2.5,0.5,1285,2005,26573.1439048561,"06.03.18 09:45","06.03.18 14:13","03.06.18 10:10",0,0
"1800031800B1A0","1800031800Y100",SPCC,3.502,0.8,1296,2005,755.489954067109,"07.03.18 10:13",,"03.07.18 10:52",0,0
"1700002200B150","1700002200Y100",SPHD,2.3,0.7,1250,1852,11914.0312824341,"01.03.18 09:53","03.03.18 15:01","03.03.18 06:41",0,0
"1800027400B100","1800027400Y100",SPCC,2.5,0.5,1285,2005,26313.8643440182,"06.03.18 10:19","06.03.18 15:33","03.06.18 10:43",0,0
"1800030400B100","1800030400Y100",SPCC,3.502,0.9,1295,2230,13560.719693988,"07.03.18 11:13","08.03.18 12:52","03.07.18 11:49",0,0
"1800026400B100","1800026400Y100",SPCC,3.502,0.9,1293,2230,13259.995224096,"07.03.18 11:04","08.03.18 12:44","03.07.18 11:31",0,0
"1800029400B100","1800029400Y100",SPCC,3.502,0.8,1295,2230,16185.0880228458,"07.03.18 09:36","08.03.18 08:47","03.07.18 09:56",0,0
"1800027500B100","1800027500Y100",SPCC,3,0.7,1293,2007,17975.3415535315,"06.03.18 10:52","07.03.18 07:25","03.06.18 11:55",0,0
"1800002600B100","1800002600Y100",SPCC,3.003,0.7,1293,2007,27773.69529963,"03.03.18 14:05","04.03.18 14:06","03.03.18 16:44",0,0
"1800007500B100","1800007500Y100",SPCC,3.003,0.7,1293,2007,27904.7156372014,"01.03.18 12:17","04.03.18 13:29","03.03.18 12:37",0,0
"1800007600B100","1800007600Y100",SPCC,3.005,0.7,1294,2007,27654.2461446547,"03.03.18 06:53","04.03.18 13:31","03.03.18 14:07",0,0
"1800006800B100","1800006800Y100",SPCC,3.003,0.7,1295,2005,27855.0266032885,"03.03.18 12:38","04.03.18 13:55","03.03.18 14:43",0,0
"1800028000B100","1800028000Y100",SPCC,3.502,0.8,1295,2230,15996.4387636631,"07.03.18 09:49","08.03.18 11:20","03.07.18 10:05",0,0
"1800027900B1A0","1800027900Y100",SPCC,3,0.7,1293,2007,26950.3814119804,"06.03.18 12:01",,"03.06.18 12:45",0,0
"1800027200B100","1800027200Y100",SPCC,3.5,0.8,1293,2007,15133.0513276043,"07.03.18 09:57","08.03.18 11:39","03.07.18 10:14",0,0
"1800026500B100","1800026500Y100",SPCC,3.502,0.8,1293,2230,14636.9287207077,"07.03.18 10:03","08.03.18 11:58","03.07.18 10:23",0,0
"1800031500B100","1800031500Y100",SPCC,3.502,0.8,1285,2005,16096.1205718724,"07.03.18 10:29","08.03.18 12:02","03.07.18 11:14",0,0
"1800031900B100","1800031900Y100",SPCC,3.502,0.9,1297,2005,14302.8966975352,"07.03.18 11:29","08.03.18 13:04","03.07.18 12:08",0,0
"1800031800B100","1800031800Y100",SPCC,3.502,0.8,1296,2005,15334.4633357495,"07.03.18 10:13","08.03.18 12:02","03.07.18 11:03",0,0
"1800030400B1A0","1800030400Y100",SPCC,3.502,0.9,1295,2230,703.670845375557,"07.03.18 11:13",,"03.07.18 11:34",0,0
"1800027500B1A0","1800027500Y100",SPCC,3,0.7,1293,2007,27238.8572961107,"06.03.18 10:52",,"03.06.18 11:34",0,0
"1800029000B100","1800029000Y100",SPCC,3,0.7,1293,2007,18396.2734104878,"07.03.18 08:08","07.03.18 11:24","03.07.18 08:34",0,0
"1800026300B100","1800026300Y100",SPCC,3.502,0.8,1295,2230,16360.9727674427,"07.03.18 08:45","07.03.18 13:15","03.07.18 09:05",0,0
"1700001400B120","1700001400Y100",SPHD,2.3,0.7,1250,1829,0,"10.02.18 12:31","07.03.18 09:56","02.18.18 09:48",0,0
"1800028900B100","1800028900Y100",SPCC,3,0.7,1293,2007,18391.5160008489,"07.03.18 08:26","07.03.18 11:35","03.07.18 08:53",0,0
"1800031000B100","1800031000Y100",SPCC,3,0.8,1285,1958,15975.3077280958,"13.03.18 14:08","13.03.18 16:24","03.13.18 14:35",0,0
"1800031100B100","1800031100Y100",SPCC,3,0.8,1285,1968,16127.3106931232,"13.03.18 14:24","14.03.18 06:18","03.13.18 14:47",0,0
"1800027000B100","1800027000Y100",SPCC,2.5,0.5,1285,2005,26569.6379871728,"06.03.18 10:01","06.03.18 13:46","03.06.18 10:25",0,0
"1800027300B1A0","1800027300Y100",SPCC,3.502,0.9,1295,2230,941.035430553117,"09.03.18 06:57",,"03.13.18 06:22",0,0
"1800013700B1B0","1800013700Y100",SPCC,2.504,0.5,1293,2005,1299.33329043776,"03.03.18 15:04","06.03.18 13:57","03.05.18 17:48",1.58074271678925,0
"1800013700B100","1800013700Y100",SPCC,2.504,0.5,1293,2005,23002.5609677663,"03.03.18 15:04","06.03.18 14:02","03.06.18 08:06",0,0
"1800026600B100","1800026600Y100",SPCC,2.5,0.5,1285,2005,26294.0964727162,"06.03.18 07:49","06.03.18 14:04","03.06.18 08:39",0,0
"1800028800B100","1800028800Y100",SPCC,3,0.7,1293,2007,17122.263496156,"07.03.18 06:53","07.03.18 10:25","03.07.18 08:23",0,0
"1800027900B100","1800027900Y100",SPCC,3,0.7,1293,2007,17104.5749823803,"06.03.18 12:01","07.03.18 10:26","03.06.18 13:22",0,0
"1800026100B100","1800026100Y100",SPCC,3.502,0.9,1295,2230,9766.85557334143,"07.03.18 11:48","13.03.18 09:51","03.09.18 08:34",0,0
"1800036100B100","1800036100Y100",SPCC,3.5,0.9,1285,1974,24961.2556253988,"16.03.18 12:24","19.03.18 08:04","03.16.18 12:47",0,0
"1800029800B100","1800029800Y100",SPCC,3,0.7,1286,2007,18465.0321513531,"13.03.18 09:47","13.03.18 13:49","03.13.18 10:07",0,0
"1800027300B100","1800027300Y100",SPCC,3.502,0.9,1295,2230,13469.9855048012,"09.03.18 06:57","13.03.18 10:01","03.13.18 07:32",0,0
"1800029200B100","1800029200Y100",SPCC,3,0.7,1286,2007,18329.6942402354,"09.03.18 08:40","13.03.18 10:11","03.13.18 08:07",0,0
"1800029300B100","1800029300Y100",SPCC,3,0.7,1286,2007,18221.8374214937,"13.03.18 07:35","13.03.18 10:25","03.13.18 08:40",0,0
"1800034800B100","1800034800Y100",SPCC,3.5,0.9,1285,1968,24902.0628839124,"16.03.18 10:38","16.03.18 12:27","03.16.18 10:55",0,0
"1800029900B100","1800029900Y100",SPCC,3,0.7,1286,2007,18292.8905986144,"13.03.18 10:00","13.03.18 14:00","03.13.18 10:21",0,0
"1800044500B100","1800044500Y100",SPCC,4,1.5,1285,1840,21330.1512354675,"15.03.18 16:51","16.03.18 12:35","03.16.18 10:20",0,0
"1800030000B100","1800030000Y100",SPCC,3,0.7,1286,2007,18438.5155139046,"13.03.18 10:14","13.03.18 14:08","03.13.18 10:50",0,0
"1800036000B100","1800036000Y100",SPCC,3.5,0.9,1285,1976,25023.4692143739,"16.03.18 12:38","19.03.18 08:10","03.16.18 12:56",0,0
"1800029100B100","1800029100Y100",SPCC,3,0.7,1293,2007,18411.6106145255,"07.03.18 08:59","08.03.18 08:23","03.07.18 09:16",0,0
"1800029500B1A0","1800029500Y100",SPCC,3,0.7,1286,2007,848.354070510672,"13.03.18 08:05",,"03.13.18 09:14",0,0
"1800028300B100","1800028300Y100",SPCC,3.502,0.8,1295,2230,16064.1961938974,"07.03.18 09:09","08.03.18 08:32","03.07.18 09:40",0,0
"1800028100B100","1800028100Y100",SPCC,3.502,0.8,1295,2230,16045.3557793373,"07.03.18 09:19","08.03.18 08:43","03.07.18 09:48",0,0
"1800031700B100","1800031700Y100",SPCC,3,0.7,1286,2007,18900.5098578271,"13.03.18 15:32","14.03.18 07:01","03.13.18 15:58",0,0
"1800031300B100","1800031300Y100",SPCC,3,0.7,1286,2007,18369.7378700866,"13.03.18 14:52","14.03.18 06:49","03.13.18 15:14",0,0
"1800026100B1B0","1800026100Y100",SPCC,3.502,0.9,1295,2230,2025.48528860128,"07.03.18 11:48","13.03.18 09:46","03.09.18 08:21",0,0
"1800031600B100","1800031600Y100",SPCC,3,0.7,1286,2007,18393.3661373297,"13.03.18 15:17","14.03.18 06:55","03.13.18 15:42",0,0
"1800030500B100","1800030500Y100",SPCC,3,0.8,1285,1965,16032.5034225811,"13.03.18 12:02","13.03.18 15:30","03.13.18 13:26",0,0
"1800030600B100","1800030600Y100",SPCC,3,0.8,1285,1959,15978.3930346244,"13.03.18 13:20","13.03.18 15:36","03.13.18 13:38",0,0
"1800032000B100","1800032000Y100",SPCC,3,0.8,1285,1968,15871.1903851238,"13.03.18 15:46","14.03.18 07:07","03.13.18 16:19",0,0
"1800030300B1A0","1800030300Y100",SPCC,3,0.8,1285,1963,908.361359766396,"13.03.18 11:39",,"03.13.18 12:42",0,0
"1800029500B100","1800029500Y100",SPCC,3,0.7,1286,2007,17258.5927585949,"13.03.18 08:05","13.03.18 12:48","03.13.18 09:31",0,0
"1800029600B100","1800029600Y100",SPCC,3,0.7,1286,2007,18282.3733269231,"13.03.18 08:42","13.03.18 13:36","03.13.18 09:43",0,0
"1800029700B100","1800029700Y100",SPCC,3,0.7,1286,2007,18449.4809506802,"13.03.18 09:36","13.03.18 13:42","03.13.18 09:54",0,0
"1800033100B100","1800033100Y100",SPCC,3,0.8,1285,1962,24615.1818905884,"15.03.18 09:27","15.03.18 11:52","03.15.18 09:43",0,0
"1800030200B100","1800030200Y100",SPCC,3,0.8,1285,1961,15968.2018737651,"13.03.18 10:58","13.03.18 14:19","03.13.18 11:39",0,0
"1800030100B100","1800030100Y100",SPCC,3,0.8,1285,1968,16079.5660995137,"13.03.18 11:12","13.03.18 14:26","03.13.18 12:00",0,0
"1800033200B100","1800033200Y100",SPCC,3,0.8,1285,1966,24720.3298260502,"15.03.18 09:36","15.03.18 11:59","03.15.18 09:54",0,0
"1800030700B100","1800030700Y100",SPCC,3,0.8,1285,1966,16093.7963645494,"13.03.18 13:31","13.03.18 15:43","03.13.18 13:50",0,0
"1800033600B100","1800033600Y100",SPCC,3,0.8,1285,1966,24641.0583694551,"15.03.18 10:32","15.03.18 13:06","03.15.18 10:42",0,0
"1800030900B100","1800030900Y100",SPCC,3,0.8,1285,1969,16081.796575725,"13.03.18 13:43","13.03.18 15:52","03.13.18 14:03",0,0
"1800030300B100","1800030300Y100",SPCC,3,0.8,1285,1963,14524.1992444857,"13.03.18 11:39","13.03.18 15:23","03.13.18 13:16",0,0
"1800033300B100","1800033300Y100",SPCC,3,0.8,1285,1961,24544.9131145139,"15.03.18 09:48","15.03.18 12:05","03.15.18 10:08",0,0
"1800044400B100","1800044400Y100",SPCC,4,1.5,1285,1770,15227.8009229222,"15.03.18 16:38","16.03.18 11:18","03.16.18 09:44",0,0
"1800032700B100","1800032700Y100",SPCC,3,0.8,1285,1971,23788.7037103303,"14.03.18 09:20","15.03.18 10:54","03.15.18 08:27",0,0
"1800032400B100","1800032400Y100",SPCC,3,0.8,1285,1970,15917.7396690294,"14.03.18 08:33","14.03.18 10:34","03.14.18 09:05",0,0
"1800032700B1A0","1800032700Y100",SPCC,3,0.8,1285,1971,706.774031067297,"14.03.18 09:20",,"03.15.18 06:48",0,0
"1800033700B100","1800033700Y100",SPCC,3,0.8,1285,1967,24844.6643202156,"15.03.18 10:35","15.03.18 13:48","03.15.18 11:00",0,0
"1800030800B100","1800030800Y100",SPCC,3,0.8,1285,1961,15954.9365402018,"13.03.18 13:53","13.03.18 16:03","03.13.18 14:18",0,0
"1800031200B100","1800031200Y100",SPCC,3,0.7,1286,2007,18376.9643933195,"13.03.18 14:39","14.03.18 06:30","03.13.18 15:01",0,0
"1800031400B100","1800031400Y100",SPCC,3,0.7,1286,2007,18405.1524147285,"13.03.18 15:04","14.03.18 06:42","03.13.18 15:27",0,0
"1800032500B100","1800032500Y100",SPCC,3,0.8,1285,1974,16125.3533349744,"14.03.18 08:53","14.03.18 11:22","03.14.18 09:16",0,0
"1800032300B100","1800032300Y100",SPCC,3,0.8,1285,1966,16018.9053113689,"14.03.18 07:59","14.03.18 10:18","03.14.18 08:50",0,0
"1800032200B100","1800032200Y100",SPCC,3,0.8,1285,1968,15865.5541956513,"13.03.18 16:22","14.03.18 10:11","03.14.18 08:32",0,0
"1800032100B100","1800032100Y100",SPCC,3,0.8,1285,1970,15868.0568320216,"13.03.18 16:09","14.03.18 10:05","03.14.18 08:01",0,0
"1800032600B100","1800032600Y100",SPCC,3,0.8,1285,1972,16072.3761229521,"14.03.18 09:09","15.03.18 06:53","03.14.18 09:26",0,0
"1800034300B100","1800034300Y100",SPCC,3,0.8,1285,1969,49545.8855776171,"15.03.18 12:34","15.03.18 16:19","03.15.18 13:39",0,0
"1800042800B100","1800042800Y100",SPCC,4,1.5,1285,1880,20989.5534137965,"15.03.18 14:56","15.03.18 16:46","03.16.18 08:01",0,0
"1800034200B110","1800034200Y100",SPCC,3,0.8,1285,1965,0,"15.03.18 12:17",,"03.15.18 12:36",0,0
"1800043000B100","1800043000Y100",SPCC,4,1.5,1285,1841,21282.0465774075,"15.03.18 15:59","16.03.18 10:58","03.15.18 16:44",0,0
"1800034500B100","1800034500Y100",SPCC,3,0.8,1285,1971,24830.6330303439,"15.03.18 13:18","15.03.18 16:25","03.15.18 13:49",0,0
"1800034700B100","1800034700Y100",SPCC,3.5,0.9,1285,1973,25038.1853647084,"15.03.18 14:02","15.03.18 16:40","03.15.18 14:57",0,0
"1800043100B100","1800043100Y100",SPCC,4,1.5,1285,1841,21355.2231442674,"15.03.18 15:01","15.03.18 16:55","03.15.18 16:08",0,0
"1800033800B100","1800033800Y100",SPCC,3,0.8,1285,1969,24805.0770548767,"15.03.18 11:03","15.03.18 13:53","03.15.18 11:25",0,0
"1800034600B100","1800034600Y100",SPCC,3,0.8,1285,1968,24939.1799301747,"15.03.18 13:43","15.03.18 16:35","03.15.18 13:58",0,0
"1800034400B100","1800034400Y100",SPCC,3,0.8,1285,1972,25039.0711167542,"15.03.18 13:53","15.03.18 16:31","03.15.18 14:49",0,0
"1800032800B100","1800032800Y100",SPCC,3,0.8,1285,1969,48815.0403680805,"15.03.18 09:04","15.03.18 11:06","03.15.18 09:22",0,0
"1800033400B100","1800033400Y100",SPCC,3,0.8,1285,1965,24599.5557484931,"15.03.18 10:12","15.03.18 12:36","03.15.18 10:19",0,0
"1800044300B100","1800044300Y100",SPCC,4,1.5,1285,1774,19517.6606912577,"15.03.18 16:46","16.03.18 11:42","03.16.18 09:56",0,0
"1800033000B100","1800033000Y100",SPCC,3,0.8,1285,1966,24716.9157546369,"15.03.18 09:17","15.03.18 11:45","03.15.18 09:32",0,0
"1800033900B100","1800033900Y100",SPCC,3,0.8,1285,1967,24812.5518948043,"15.03.18 11:25","15.03.18 14:27","03.15.18 11:49",0,0
"1800033500B100","1800033500Y100",SPCC,3,0.8,1285,1965,24752.5729503635,"15.03.18 10:23","15.03.18 13:00","03.15.18 10:30",0,0
"1800034000B100","1800034000Y100",SPCC,3,0.8,1285,1965,24756.8861610995,"15.03.18 11:38","15.03.18 16:02","03.15.18 12:09",0,0
"1800042700B100","1800042700Y100",SPCC,4,1.5,1285,1844,21189.5328372161,"15.03.18 14:51","15.03.18 16:50","03.15.18 15:55",0,0
"1800035300B100","1800035300Y100",SPCC,3,0.8,1285,1977,25029.1462437651,"16.03.18 13:08","19.03.18 08:21","03.16.18 13:26",0,0
"1800037400B100","1800037400Y100",SPCC,3,0.8,1285,1973,24972.814689984,"20.03.18 20:46","21.03.18 08:03","03.20.18 23:13",0,0
"1800036200B100","1800036200Y100",SPCC,3.5,0.9,1285,1972,25086.8132574051,"16.03.18 12:48","19.03.18 08:25","03.16.18 13:04",0,0
"1800035600B100","1800035600Y100",SPCC,3.5,0.9,1285,1971,24987.1493340059,"16.03.18 11:50","19.03.18 07:37","03.16.18 12:12",0,0
"1800035800B100","1800035800Y100",SPCC,3.5,0.9,1285,1975,24980.8028272561,"16.03.18 12:04","19.03.18 07:46","03.16.18 12:21",0,0
"1800035100B100","1800035100Y100",SPCC,3.5,0.9,1285,1974,25162.9700254614,"16.03.18 10:47","16.03.18 12:40","03.16.18 11:14",0,0
"1800044600B100","1800044600Y100",SPCC,4,1.5,1285,1850,21116.2907337693,"16.03.18 09:50","16.03.18 11:57","03.16.18 10:28",0,0
"1800044700B100","1800044700Y100",SPCC,4,1.5,1285,1768,19428.0780845345,"16.03.18 09:58","16.03.18 12:06","03.16.18 10:36",0,0
"1800034900B100","1800034900Y100",SPCC,3.5,0.9,1285,1980,25095.4942172417,"16.03.18 10:26","16.03.18 12:16","03.16.18 10:45",0,0
